2026-07-13 11:54:35 [INFO] uav_system - Session log directory: C:\Users\Administrator\Desktop\Code\multi_uav_decision\server\server_logs\20260713115435-c4fdfd23
2026-07-13 11:54:35 [INFO] uav_system - Session ID: 20260713115435-c4fdfd23
2026-07-13 11:54:35 [INFO] uav_system - Request history retention: 5000 records for the current session
2026-07-13 12:27:21 [INFO] uav_system - 127.0.0.1 GET /drones/f5ab7197/nearby 200 - 3ms - Role: agent
2026-07-13 12:27:21 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:27:23 [INFO] uav_system - 127.0.0.1 GET /drones/1d82562c/nearby 200 - 5ms - Role: agent
2026-07-13 12:27:25 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:27:28 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:27:29 [INFO] uav_system - 127.0.0.1 POST /drones/1d82562c/command/take_off?altitude=20.0 200 - 6ms - Role: agent
2026-07-13 12:27:29 [INFO] uav_system - 127.0.0.1 POST /drones/f5ab7197/command/take_off?altitude=20.0 200 - 7ms - Role: agent
2026-07-13 12:27:31 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:27:34 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:27:37 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:27:38 [INFO] uav_system - 127.0.0.1 GET /drones/1d82562c 200 - 2ms - Role: agent
2026-07-13 12:27:38 [INFO] uav_system - 127.0.0.1 GET /drones/f5ab7197 200 - 3ms - Role: agent
2026-07-13 12:27:40 [INFO] uav_system - 127.0.0.1 GET /drones/f5ab7197 200 - 2ms - Role: agent
2026-07-13 12:27:40 [INFO] uav_system - 127.0.0.1 GET /drones/1d82562c 200 - 2ms - Role: agent
2026-07-13 12:27:40 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:27:42 [INFO] uav_system - 127.0.0.1 POST /drones/1d82562c/command/move_to?x=362.0&y=429.0&z=20.0 200 - 3ms - Role: agent
2026-07-13 12:27:42 [INFO] uav_system - 127.0.0.1 POST /drones/f5ab7197/command/move_to?x=224.0&y=201.0&z=20.0 200 - 8ms - Role: agent
2026-07-13 12:27:43 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:27:44 [INFO] uav_system - 127.0.0.1 GET /drones/f5ab7197 200 - 0ms - Role: agent
2026-07-13 12:27:44 [INFO] uav_system - 127.0.0.1 GET /drones/1d82562c 200 - 2ms - Role: agent
2026-07-13 12:27:46 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:27:49 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:27:51 [INFO] uav_system - 127.0.0.1 GET /drones/1d82562c 200 - 2ms - Role: agent
2026-07-13 12:27:51 [INFO] uav_system - 127.0.0.1 GET /drones/f5ab7197 200 - 3ms - Role: agent
2026-07-13 12:27:51 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:27:54 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:27:57 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:28:00 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:28:03 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 7ms - Role: system
2026-07-13 12:28:04 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:28:06 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:28:09 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:28:12 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:28:15 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:28:17 [INFO] uav_system - 127.0.0.1 GET /drones 200 - 1ms - Role: agent
2026-07-13 12:28:18 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:28:22 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 10ms - Role: system
2026-07-13 12:28:25 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:28:28 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:28:31 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:28:34 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:28:37 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:28:40 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:28:43 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:28:46 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:28:47 [INFO] uav_system - 127.0.0.1 GET /drones 200 - 0ms - Role: agent
2026-07-13 12:28:49 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:28:52 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:28:55 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:28:57 [INFO] uav_system - 127.0.0.1 GET /drones 200 - 2ms - Role: agent
2026-07-13 12:28:58 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:29:01 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:29:04 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 10ms - Role: system
2026-07-13 12:29:04 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 7ms - Role: system
2026-07-13 12:29:07 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:29:10 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:29:11 [INFO] uav_system - 127.0.0.1 GET /version 200 - 2ms - Role: agent
2026-07-13 12:29:11 [INFO] uav_system - 127.0.0.1 GET /drones 200 - 2ms - Role: agent
2026-07-13 12:29:13 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:29:16 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:29:19 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:29:41 [INFO] uav_system - 127.0.0.1 GET /obstacles 403 - 2ms - Role: agent
2026-07-13 12:29:41 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada 200 - 3ms - Role: agent
2026-07-13 12:29:43 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:29:45 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:29:48 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:29:51 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 8ms - Role: system
2026-07-13 12:29:54 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:29:57 [INFO] uav_system - 127.0.0.1 GET /obstacles 200 - 2ms - Role: system
2026-07-13 12:29:57 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:30:00 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:30:04 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:30:04 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:30:07 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 9ms - Role: system
2026-07-13 12:30:08 [INFO] uav_system - 127.0.0.1 GET /obstacles 200 - 2ms - Role: system
2026-07-13 12:30:10 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:30:13 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:30:16 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:30:19 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:30:22 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:30:23 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:30:25 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 8ms - Role: system
2026-07-13 12:30:28 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:30:31 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:30:34 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:30:37 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:30:39 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:30:42 [INFO] uav_system - 127.0.0.1 GET /sessions/current 200 - 2ms - Role: agent
2026-07-13 12:30:42 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:30:45 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:30:48 [INFO] uav_system - 127.0.0.1 GET /environments/current 200 - 3ms - Role: agent
2026-07-13 12:30:48 [INFO] uav_system - 127.0.0.1 GET /drones 200 - 3ms - Role: agent
2026-07-13 12:30:48 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:30:51 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:30:54 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:30:55 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada/nearby 200 - 2ms - Role: agent
2026-07-13 12:30:57 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:31:00 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:31:02 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada 200 - 2ms - Role: agent
2026-07-13 12:31:03 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:31:04 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada 200 - 2ms - Role: agent
2026-07-13 12:31:04 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:31:06 [INFO] uav_system - 127.0.0.1 POST /drones/a00c5ada/command/move_to?x=67.0&y=173.0&z=46.0 200 - 4ms - Role: agent
2026-07-13 12:31:06 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:31:08 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada 200 - 1ms - Role: agent
2026-07-13 12:31:09 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 11ms - Role: system
2026-07-13 12:31:12 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:31:15 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada 200 - 0ms - Role: agent
2026-07-13 12:31:15 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:31:18 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:31:21 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:31:24 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:31:27 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:31:30 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:31:33 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:31:36 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada 200 - 0ms - Role: agent
2026-07-13 12:31:36 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:31:39 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 7ms - Role: system
2026-07-13 12:31:42 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:31:45 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:31:48 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:31:51 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:31:55 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:31:58 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:32:01 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 7ms - Role: system
2026-07-13 12:32:04 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:32:04 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:32:07 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:32:10 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:32:13 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:32:16 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:32:19 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:32:22 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:32:25 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:32:28 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:32:31 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:32:34 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:32:37 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:32:40 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:32:42 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada 200 - 0ms - Role: agent
2026-07-13 12:32:42 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada/commands 200 - 0ms - Role: agent
2026-07-13 12:32:42 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:32:43 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:32:45 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 8ms - Role: system
2026-07-13 12:32:48 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:32:51 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:32:54 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:32:57 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:33:00 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:33:03 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:33:04 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 7ms - Role: system
2026-07-13 12:33:06 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:33:09 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:33:12 [INFO] uav_system - 127.0.0.1 GET /sessions/current 200 - 5ms - Role: agent
2026-07-13 12:33:12 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:33:15 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 14ms - Role: system
2026-07-13 12:33:18 [INFO] uav_system - 127.0.0.1 GET /environments/current 200 - 2ms - Role: agent
2026-07-13 12:33:18 [INFO] uav_system - 127.0.0.1 GET /drones 200 - 3ms - Role: agent
2026-07-13 12:33:18 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:33:22 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:33:25 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada/nearby 200 - 2ms - Role: agent
2026-07-13 12:33:25 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:33:28 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:33:31 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:33:34 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:33:37 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:33:38 [INFO] uav_system - 127.0.0.1 POST /drones/a00c5ada/command/change_altitude?altitude=90.0 200 - 5ms - Role: agent
2026-07-13 12:33:40 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:33:43 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:33:43 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada 200 - 2ms - Role: agent
2026-07-13 12:33:45 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada 200 - 0ms - Role: agent
2026-07-13 12:33:46 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:33:47 [INFO] uav_system - 127.0.0.1 POST /drones/a00c5ada/command/move_to?x=304.0&y=47.0&z=90.0 200 - 5ms - Role: agent
2026-07-13 12:33:48 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:33:49 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada 200 - 1ms - Role: agent
2026-07-13 12:33:51 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:33:54 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 8ms - Role: system
2026-07-13 12:33:55 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada 200 - 2ms - Role: agent
2026-07-13 12:33:57 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada 200 - 0ms - Role: agent
2026-07-13 12:33:57 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 54ms - Role: system
2026-07-13 12:33:59 [INFO] uav_system - 127.0.0.1 POST /drones/a00c5ada/command/move_to?x=67.0&y=173.0&z=90.0 200 - 3ms - Role: agent
2026-07-13 12:34:00 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:34:01 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada 200 - 2ms - Role: agent
2026-07-13 12:34:03 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:34:04 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 8ms - Role: system
2026-07-13 12:34:06 [INFO] uav_system - 127.0.0.1 POST /drones/a00c5ada/command/change_altitude?altitude=46.0 200 - 3ms - Role: agent
2026-07-13 12:34:06 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:34:09 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:34:11 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada 200 - 0ms - Role: agent
2026-07-13 12:34:12 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:34:15 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 11ms - Role: system
2026-07-13 12:34:18 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 7ms - Role: system
2026-07-13 12:34:21 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:34:24 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:34:27 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:34:30 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:34:33 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:34:36 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:34:39 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:34:41 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada 200 - 2ms - Role: agent
2026-07-13 12:34:41 [INFO] uav_system - 127.0.0.1 GET /drones/a00c5ada/commands 200 - 2ms - Role: agent
2026-07-13 12:34:42 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:34:45 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:35:04 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 8ms - Role: system
2026-07-13 12:36:04 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:37:04 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:37:55 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:37:55 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 8ms - Role: system
2026-07-13 12:37:59 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:38:02 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:38:05 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:38:08 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 7ms - Role: system
2026-07-13 12:38:11 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:38:14 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:38:17 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:38:20 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:38:23 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:38:26 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:38:29 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:38:32 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:38:35 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:38:38 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:38:41 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:38:44 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:38:47 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:38:50 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:38:53 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 6ms - Role: system
2026-07-13 12:38:56 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 3ms - Role: system
2026-07-13 12:39:04 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 4ms - Role: system
2026-07-13 12:39:27 [INFO] uav_system - 127.0.0.1 GET /sessions/4e841a71/data 200 - 2ms - Role: admin
2026-07-13 12:39:39 [INFO] uav_system - 127.0.0.1 PUT /sessions/4e841a71 400 - 12720ms
2026-07-13 12:39:41 [INFO] uav_system - 127.0.0.1 GET /sessions 200 - 2ms - Role: admin
2026-07-13 12:39:44 [INFO] uav_system - 127.0.0.1 GET /sessions 200 - 1ms - Role: admin
2026-07-13 12:39:44 [INFO] uav_system - 127.0.0.1 GET /sessions/current 200 - 2ms - Role: admin
2026-07-13 12:40:04 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 5ms - Role: system
2026-07-13 12:40:10 [INFO] uav_system - 127.0.0.1 GET /sessions 200 - 0ms - Role: admin
2026-07-13 12:40:40 [INFO] uav_system - 127.0.0.1 POST /sessions/fb8971ec 400 - 30013ms
2026-07-13 12:41:04 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 7ms - Role: system
2026-07-13 12:42:04 [INFO] uav_system - 127.0.0.1 GET /sessions/current/data 200 - 7ms - Role: system
2026-07-13 12:42:15 [INFO] uav_system - 127.0.0.1 POST /sessions/90e931b1 400 - 20862ms
2026-07-13 12:42:50 [INFO] uav_system - 127.0.0.1 GET /sessions/current?data=true 200 - 5ms - Role: admin
2026-07-13 12:42:50 [INFO] uav_system - 127.0.0.1 GET /environments 200 - 2ms - Role: admin
